epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
383,2208.22,0.48027,0.44578,0.85207,0.97946,1,0.995,0.95474,0.32348,0.43395,0.77171,0.00030455,0.00030455,0.00030455
384,2213.76,0.42659,0.45637,0.83765,0.9789,1,0.995,0.94689,0.32913,0.43283,0.77246,0.000302075,0.000302075,0.000302075
385,2219.37,0.46025,0.45864,0.84323,0.9789,1,0.995,0.94689,0.32913,0.43283,0.77246,0.0002996,0.0002996,0.0002996
386,2224.87,0.44452,0.47082,0.86695,0.9789,1,0.995,0.94689,0.32913,0.43283,0.77246,0.000297125,0.000297125,0.000297125
387,2230.59,0.40154,0.44313,0.81047,0.9789,1,0.995,0.94689,0.32913,0.43283,0.77246,0.00029465,0.00029465,0.00029465
388,2236.29,0.47958,0.44534,0.84178,0.98164,1,0.995,0.9601,0.3314,0.43575,0.77255,0.000292175,0.000292175,0.000292175
389,2241.77,0.52736,0.52025,0.85921,0.98164,1,0.995,0.9601,0.3314,0.43575,0.77255,0.0002897,0.0002897,0.0002897
390,2247.52,0.40405,0.41119,0.81535,0.98164,1,0.995,0.9601,0.3314,0.43575,0.77255,0.000287225,0.000287225,0.000287225
391,2253.02,0.46684,0.4408,0.84452,0.98164,1,0.995,0.9601,0.3314,0.43575,0.77255,0.00028475,0.00028475,0.00028475
392,2258.73,0.42402,0.41219,0.83718,0.9856,1,0.995,0.9571,0.32199,0.43675,0.77077,0.000282275,0.000282275,0.000282275
393,2264.39,0.49207,0.49835,0.85479,0.9856,1,0.995,0.9571,0.32199,0.43675,0.77077,0.0002798,0.0002798,0.0002798
394,2270.05,0.42915,0.45632,0.82209,0.9856,1,0.995,0.9571,0.32199,0.43675,0.77077,0.000277325,0.000277325,0.000277325
395,2275.53,0.4071,0.41144,0.85777,0.9856,1,0.995,0.9571,0.32199,0.43675,0.77077,0.00027485,0.00027485,0.00027485
396,2281.02,0.43464,0.41303,0.79835,0.9885,1,0.995,0.95362,0.32422,0.44387,0.77183,0.000272375,0.000272375,0.000272375
397,2286.92,0.38991,0.42475,0.82332,0.9885,1,0.995,0.95362,0.32422,0.44387,0.77183,0.0002699,0.0002699,0.0002699
398,2292.48,0.35559,0.39882,0.82088,0.9885,1,0.995,0.95362,0.32422,0.44387,0.77183,0.000267425,0.000267425,0.000267425
399,2298.1,0.39911,0.4007,0.80471,0.9885,1,0.995,0.95362,0.32422,0.44387,0.77183,0.00026495,0.00026495,0.00026495
400,2303.8,0.41264,0.41566,0.82752,0.9901,1,0.995,0.94775,0.33382,0.4493,0.77373,0.000262475,0.000262475,0.000262475
401,2309.48,0.38183,0.41761,0.81747,0.9901,1,0.995,0.94775,0.33382,0.4493,0.77373,0.00026,0.00026,0.00026
402,2315.05,0.32944,0.39859,0.80571,0.9901,1,0.995,0.94775,0.33382,0.4493,0.77373,0.000257525,0.000257525,0.000257525
403,2320.48,0.44374,0.49033,0.90603,0.9901,1,0.995,0.94775,0.33382,0.4493,0.77373,0.00025505,0.00025505,0.00025505
404,2326.12,0.45283,0.46716,0.86127,0.99158,1,0.995,0.95286,0.33177,0.44592,0.77408,0.000252575,0.000252575,0.000252575
405,2331.69,0.45361,0.42248,0.83977,0.99158,1,0.995,0.95286,0.33177,0.44592,0.77408,0.0002501,0.0002501,0.0002501
406,2337.39,0.42502,0.44398,0.83775,0.99158,1,0.995,0.95286,0.33177,0.44592,0.77408,0.000247625,0.000247625,0.000247625
407,2343.03,0.46486,0.42691,0.82291,0.99158,1,0.995,0.95286,0.33177,0.44592,0.77408,0.00024515,0.00024515,0.00024515
408,2348.87,0.45535,0.45566,0.83646,0.99269,1,0.995,0.95477,0.32512,0.43689,0.77332,0.000242675,0.000242675,0.000242675
409,2354.46,0.38414,0.40373,0.81724,0.99269,1,0.995,0.95477,0.32512,0.43689,0.77332,0.0002402,0.0002402,0.0002402
410,2360.06,0.40563,0.4304,0.83419,0.99269,1,0.995,0.95477,0.32512,0.43689,0.77332,0.000237725,0.000237725,0.000237725
411,2365.72,0.40804,0.43412,0.81702,0.99269,1,0.995,0.95477,0.32512,0.43689,0.77332,0.00023525,0.00023525,0.00023525
412,2371.39,0.36868,0.40188,0.8011,0.99335,1,0.995,0.95849,0.32075,0.42093,0.77164,0.000232775,0.000232775,0.000232775
413,2376.95,0.46145,0.45576,0.85694,0.99335,1,0.995,0.95849,0.32075,0.42093,0.77164,0.0002303,0.0002303,0.0002303
414,2382.46,0.4373,0.4421,0.82827,0.99335,1,0.995,0.95849,0.32075,0.42093,0.77164,0.000227825,0.000227825,0.000227825
415,2387.99,0.4834,0.44615,0.82634,0.99335,1,0.995,0.95849,0.32075,0.42093,0.77164,0.00022535,0.00022535,0.00022535
416,2393.49,0.34297,0.39958,0.81664,0.99377,1,0.995,0.95692,0.3129,0.40847,0.77047,0.000222875,0.000222875,0.000222875
417,2399.05,0.34367,0.38629,0.79798,0.99377,1,0.995,0.95692,0.3129,0.40847,0.77047,0.0002204,0.0002204,0.0002204
418,2404.61,0.37807,0.3933,0.80898,0.99377,1,0.995,0.95692,0.3129,0.40847,0.77047,0.000217925,0.000217925,0.000217925
419,2410.36,0.39444,0.41095,0.8378,0.99377,1,0.995,0.95692,0.3129,0.40847,0.77047,0.00021545,0.00021545,0.00021545
420,2415.98,0.40201,0.42118,0.82925,0.99363,1,0.995,0.96016,0.31304,0.40334,0.76982,0.000212975,0.000212975,0.000212975
421,2421.63,0.40246,0.4321,0.82047,0.99363,1,0.995,0.96016,0.31304,0.40334,0.76982,0.0002105,0.0002105,0.0002105
422,2427.25,0.4392,0.43232,0.83269,0.99363,1,0.995,0.96016,0.31304,0.40334,0.76982,0.000208025,0.000208025,0.000208025
423,2433.02,0.41052,0.40338,0.84729,0.99363,1,0.995,0.96016,0.31304,0.40334,0.76982,0.00020555,0.00020555,0.00020555
424,2438.72,0.39157,0.43151,0.83488,0.99334,1,0.995,0.96,0.33041,0.40635,0.77186,0.000203075,0.000203075,0.000203075
425,2444.54,0.40869,0.4524,0.87385,0.99334,1,0.995,0.96,0.33041,0.40635,0.77186,0.0002006,0.0002006,0.0002006
426,2450.17,0.37781,0.41075,0.8066,0.99334,1,0.995,0.96,0.33041,0.40635,0.77186,0.000198125,0.000198125,0.000198125
427,2455.94,0.38876,0.39659,0.82549,0.99334,1,0.995,0.96,0.33041,0.40635,0.77186,0.00019565,0.00019565,0.00019565
428,2461.47,0.41336,0.41362,0.82103,0.99331,1,0.995,0.95696,0.3407,0.40665,0.77305,0.000193175,0.000193175,0.000193175
429,2466.96,0.32563,0.40672,0.84837,0.99331,1,0.995,0.95696,0.3407,0.40665,0.77305,0.0001907,0.0001907,0.0001907
430,2472.44,0.39368,0.3932,0.80971,0.99331,1,0.995,0.95696,0.3407,0.40665,0.77305,0.000188225,0.000188225,0.000188225
431,2477.92,0.40631,0.40444,0.8016,0.99331,1,0.995,0.95696,0.3407,0.40665,0.77305,0.00018575,0.00018575,0.00018575
432,2483.43,0.44135,0.43125,0.81159,0.99337,1,0.995,0.96009,0.32414,0.40237,0.77093,0.000183275,0.000183275,0.000183275
433,2488.88,0.39322,0.41946,0.802,0.99337,1,0.995,0.96009,0.32414,0.40237,0.77093,0.0001808,0.0001808,0.0001808
434,2494.44,0.42285,0.40444,0.86167,0.99337,1,0.995,0.96009,0.32414,0.40237,0.77093,0.000178325,0.000178325,0.000178325
435,2500.09,0.36572,0.40187,0.84791,0.99337,1,0.995,0.96009,0.32414,0.40237,0.77093,0.00017585,0.00017585,0.00017585
436,2506.53,0.43725,0.43567,0.84872,0.99326,1,0.995,0.95615,0.31324,0.39887,0.76955,0.000173375,0.000173375,0.000173375
437,2512.18,0.37704,0.40809,0.83175,0.99326,1,0.995,0.95615,0.31324,0.39887,0.76955,0.0001709,0.0001709,0.0001709
438,2517.82,0.42387,0.42359,0.82714,0.99326,1,0.995,0.95615,0.31324,0.39887,0.76955,0.000168425,0.000168425,0.000168425
439,2523.26,0.38125,0.4153,0.83647,0.99326,1,0.995,0.95615,0.31324,0.39887,0.76955,0.00016595,0.00016595,0.00016595
440,2528.82,0.34803,0.41428,0.80235,0.99316,1,0.995,0.95401,0.30264,0.39238,0.76796,0.000163475,0.000163475,0.000163475
441,2534.33,0.40862,0.39674,0.80237,0.99316,1,0.995,0.95401,0.30264,0.39238,0.76796,0.000161,0.000161,0.000161
442,2540.16,0.37802,0.40638,0.81446,0.99316,1,0.995,0.95401,0.30264,0.39238,0.76796,0.000158525,0.000158525,0.000158525
443,2545.7,0.42252,0.45458,0.85065,0.99316,1,0.995,0.95401,0.30264,0.39238,0.76796,0.00015605,0.00015605,0.00015605
444,2551.33,0.43695,0.42234,0.84249,0.99296,1,0.995,0.95299,0.29551,0.39315,0.76735,0.000153575,0.000153575,0.000153575
445,2556.95,0.37041,0.37209,0.79518,0.99296,1,0.995,0.95299,0.29551,0.39315,0.76735,0.0001511,0.0001511,0.0001511
446,2562.7,0.35528,0.40317,0.81431,0.99296,1,0.995,0.95299,0.29551,0.39315,0.76735,0.000148625,0.000148625,0.000148625
447,2568.51,0.45584,0.38546,0.83457,0.99296,1,0.995,0.95299,0.29551,0.39315,0.76735,0.00014615,0.00014615,0.00014615
448,2574.06,0.36928,0.39946,0.80768,0.99247,1,0.995,0.95215,0.2912,0.39362,0.76686,0.000143675,0.000143675,0.000143675
449,2579.46,0.37063,0.42877,0.78146,0.99247,1,0.995,0.95215,0.2912,0.39362,0.76686,0.0001412,0.0001412,0.0001412
450,2585.03,0.44417,0.40956,0.84862,0.99247,1,0.995,0.95215,0.2912,0.39362,0.76686,0.000138725,0.000138725,0.000138725
451,2590.88,0.39779,0.42335,0.85809,0.99247,1,0.995,0.95215,0.2912,0.39362,0.76686,0.00013625,0.00013625,0.00013625
452,2596.29,0.43085,0.40176,0.83665,0.99172,1,0.995,0.95301,0.29002,0.39596,0.76677,0.000133775,0.000133775,0.000133775
453,2601.75,0.40759,0.3947,0.82651,0.99172,1,0.995,0.95301,0.29002,0.39596,0.76677,0.0001313,0.0001313,0.0001313
454,2607.06,0.34989,0.39807,0.8143,0.99172,1,0.995,0.95301,0.29002,0.39596,0.76677,0.000128825,0.000128825,0.000128825
455,2612.57,0.43235,0.42848,0.8289,0.99172,1,0.995,0.95301,0.29002,0.39596,0.76677,0.00012635,0.00012635,0.00012635
456,2617.97,0.41621,0.39417,0.83132,0.99102,1,0.995,0.95016,0.29478,0.40499,0.76773,0.000123875,0.000123875,0.000123875
457,2623.35,0.40009,0.39407,0.84542,0.99102,1,0.995,0.95016,0.29478,0.40499,0.76773,0.0001214,0.0001214,0.0001214
458,2628.8,0.39854,0.3953,0.83752,0.99102,1,0.995,0.95016,0.29478,0.40499,0.76773,0.000118925,0.000118925,0.000118925
459,2634.57,0.42281,0.40604,0.83555,0.99102,1,0.995,0.95016,0.29478,0.40499,0.76773,0.00011645,0.00011645,0.00011645
460,2639.98,0.43029,0.41383,0.84363,0.9907,1,0.995,0.95412,0.29701,0.40586,0.76803,0.000113975,0.000113975,0.000113975
461,2646.4,0.37323,0.41502,0.83575,0.9907,1,0.995,0.95412,0.29701,0.40586,0.76803,0.0001115,0.0001115,0.0001115
462,2653.44,0.40385,0.43173,0.82429,0.9907,1,0.995,0.95412,0.29701,0.40586,0.76803,0.000109025,0.000109025,0.000109025
463,2659.71,0.3743,0.41007,0.84913,0.9907,1,0.995,0.95412,0.29701,0.40586,0.76803,0.00010655,0.00010655,0.00010655
464,2665.96,0.40812,0.40548,0.82367,0.9906,1,0.995,0.95961,0.29137,0.40471,0.76747,0.000104075,0.000104075,0.000104075
465,2671.61,0.44712,0.40575,0.82059,0.9906,1,0.995,0.95961,0.29137,0.40471,0.76747,0.0001016,0.0001016,0.0001016
466,2677.43,0.39497,0.37432,0.80548,0.9906,1,0.995,0.95961,0.29137,0.40471,0.76747,9.9125e-05,9.9125e-05,9.9125e-05
467,2683.06,0.34093,0.36679,0.82702,0.9906,1,0.995,0.95961,0.29137,0.40471,0.76747,9.665e-05,9.665e-05,9.665e-05
468,2688.81,0.40314,0.40565,0.82079,0.99088,1,0.995,0.95669,0.28454,0.40183,0.76687,9.4175e-05,9.4175e-05,9.4175e-05
469,2694.36,0.37663,0.38906,0.83321,0.99088,1,0.995,0.95669,0.28454,0.40183,0.76687,9.17e-05,9.17e-05,9.17e-05
470,2700.19,0.425,0.4209,0.84209,0.99088,1,0.995,0.95669,0.28454,0.40183,0.76687,8.9225e-05,8.9225e-05,8.9225e-05
471,2705.96,0.43568,0.41154,0.8382,0.99088,1,0.995,0.95669,0.28454,0.40183,0.76687,8.675e-05,8.675e-05,8.675e-05
472,2711.6,0.3878,0.40911,0.82788,0.99137,1,0.995,0.95638,0.28359,0.4009,0.76698,8.4275e-05,8.4275e-05,8.4275e-05
473,2717.45,0.37641,0.41166,0.85002,0.99137,1,0.995,0.95638,0.28359,0.4009,0.76698,8.18e-05,8.18e-05,8.18e-05
474,2722.99,0.37975,0.41267,0.86433,0.99137,1,0.995,0.95638,0.28359,0.4009,0.76698,7.9325e-05,7.9325e-05,7.9325e-05
475,2728.6,0.34219,0.39542,0.81554,0.99137,1,0.995,0.95638,0.28359,0.4009,0.76698,7.685e-05,7.685e-05,7.685e-05
476,2734.51,0.43875,0.42294,0.85083,0.99183,1,0.995,0.95414,0.28696,0.40303,0.76824,7.4375e-05,7.4375e-05,7.4375e-05
477,2740.19,0.36832,0.396,0.844,0.99183,1,0.995,0.95414,0.28696,0.40303,0.76824,7.19e-05,7.19e-05,7.19e-05
478,2746,0.37699,0.4141,0.84684,0.99183,1,0.995,0.95414,0.28696,0.40303,0.76824,6.9425e-05,6.9425e-05,6.9425e-05
479,2751.5,0.35759,0.40146,0.84333,0.99183,1,0.995,0.95414,0.28696,0.40303,0.76824,6.695e-05,6.695e-05,6.695e-05
480,2757.29,0.39669,0.42649,0.83055,0.99213,1,0.995,0.95414,0.28976,0.40439,0.76866,6.4475e-05,6.4475e-05,6.4475e-05
481,2762.95,0.41986,0.43282,0.82144,0.99213,1,0.995,0.95414,0.28976,0.40439,0.76866,6.2e-05,6.2e-05,6.2e-05
482,2768.71,0.32757,0.3762,0.82188,0.99213,1,0.995,0.95414,0.28976,0.40439,0.76866,5.9525e-05,5.9525e-05,5.9525e-05
483,2774.25,0.37577,0.39004,0.84662,0.99213,1,0.995,0.95414,0.28976,0.40439,0.76866,5.705e-05,5.705e-05,5.705e-05
484,2779.8,0.32562,0.39542,0.8401,0.99229,1,0.995,0.95139,0.28955,0.40378,0.76895,5.4575e-05,5.4575e-05,5.4575e-05
485,2785.31,0.2966,0.3617,0.78452,0.99229,1,0.995,0.95139,0.28955,0.40378,0.76895,5.21e-05,5.21e-05,5.21e-05
486,2790.85,0.37331,0.45738,0.84135,0.99229,1,0.995,0.95139,0.28955,0.40378,0.76895,4.9625e-05,4.9625e-05,4.9625e-05
487,2796.49,0.42152,0.38879,0.83178,0.99229,1,0.995,0.95139,0.28955,0.40378,0.76895,4.715e-05,4.715e-05,4.715e-05
488,2802.18,0.3857,0.39575,0.82658,0.99236,1,0.995,0.95388,0.28752,0.40088,0.76872,4.4675e-05,4.4675e-05,4.4675e-05
489,2807.78,0.41321,0.40535,0.86381,0.99236,1,0.995,0.95388,0.28752,0.40088,0.76872,4.22e-05,4.22e-05,4.22e-05
490,2813.27,0.37605,0.4171,0.82617,0.99236,1,0.995,0.95388,0.28752,0.40088,0.76872,3.9725e-05,3.9725e-05,3.9725e-05
491,2819.03,0.33405,0.42754,0.81341,0.99236,1,0.995,0.95388,0.28752,0.40088,0.76872,3.725e-05,3.725e-05,3.725e-05
492,2824.6,0.33603,0.43333,0.81735,0.99256,1,0.995,0.95384,0.28625,0.39643,0.76841,3.4775e-05,3.4775e-05,3.4775e-05
493,2830.34,0.32716,0.40325,0.77641,0.99256,1,0.995,0.95384,0.28625,0.39643,0.76841,3.23e-05,3.23e-05,3.23e-05
494,2835.88,0.33262,0.4167,0.81384,0.99256,1,0.995,0.95384,0.28625,0.39643,0.76841,2.9825e-05,2.9825e-05,2.9825e-05
495,2841.65,0.34811,0.44178,0.78762,0.99256,1,0.995,0.95384,0.28625,0.39643,0.76841,2.735e-05,2.735e-05,2.735e-05
496,2847.24,0.3466,0.44509,0.8164,0.99284,1,0.995,0.95444,0.2861,0.39268,0.76825,2.4875e-05,2.4875e-05,2.4875e-05
497,2852.85,0.38906,0.4661,0.85238,0.99284,1,0.995,0.95444,0.2861,0.39268,0.76825,2.24e-05,2.24e-05,2.24e-05
498,2858.37,0.34728,0.4189,0.79161,0.99284,1,0.995,0.95444,0.2861,0.39268,0.76825,1.9925e-05,1.9925e-05,1.9925e-05
499,2863.95,0.33412,0.41939,0.76969,0.99284,1,0.995,0.95444,0.2861,0.39268,0.76825,1.745e-05,1.745e-05,1.745e-05
500,2869.5,0.33178,0.41778,0.81556,0.99305,1,0.995,0.95295,0.28726,0.39095,0.76772,1.4975e-05,1.4975e-05,1.4975e-05
